id	chr	start	end	strand	parent	fraction	identity	e-value	class	families
PGOHUM00000240232	2	105011461	105012738	-	ENSP00000217426	1.0	0.748	0.0	Processed	PF00670;PF05221;
PGOHUM00000240233	2	106869813	106870172	-	ENSP00000344762	0.97	0.858	8.0E-39	Processed	PF00076;
PGOHUM00000240234	2	106905218	106905509	-	ENSP00000337019	1.0	0.711	7.0E-25	Processed	PF01249;
PGOHUM00000240238	2	107313790	107315132	-	ENSP00000350920	1.0	0.91	0.0	Duplicated	PF00009;PF03143;PF03144;
PGOHUM00000240239	2	107557339	107557941	-	ENSP00000328178	0.99	0.778	0.0	Processed	PF04979;
PGOHUM00000240241	2	108537345	108537704	-	ENSP00000344762	0.97	0.85	5.0E-38	Processed	PF00076;
PGOHUM00000240243	2	109311206	109311423	-	ENSP00000417656	0.91	0.808	3.0E-24	Processed	PF05392;
PGOHUM00000240244	2	109328718	109329356	-	ENSP00000341730	1.0	0.855	0.0	Processed	PF00826;
PGOHUM00000240245	2	110494716	110495098	-	ENSP00000346088	1.0	0.867	4.0E-31	Processed	PF01776;
PGOHUM00000240247	2	110744439	110745970	-	ENSP00000346603	1.0	0.859	0.0	Processed	PF00096;PF00651;
PGOHUM00000240249	2	111118186	111121311	-	ENSP00000338217	0.81	0.88	0.0	Processed	PF00096;
PGOHUM00000240255	2	112053207	112053623	-	ENSP00000311028	0.95	0.696	3.0E-28	Processed	PF00411;
PGOHUM00000240257	2	112315977	112317514	-	ENSP00000265728	0.85	0.429	6.0E-16	Processed	PF07535;
PGOHUM00000240260	2	113043637	113043999	-	ENSP00000184266	1.0	0.659	6.0E-34	Processed	PF07225;
PGOHUM00000240262	2	113379389	113379744	-	ENSP00000009589	1.0	0.941	0.0	Processed	PF00338;
PGOHUM00000240264	2	114357361	114357797	-	ENSP00000402325	0.13	0.77	8.40779E-45	Duplicated	PF06733;
PGOHUM00000240265	2	114369340	114369702	-	ENSP00000400635	1.0	0.95	0.0	Processed	PF00276;PF03939;
PGOHUM00000240267	2	114425059	114426203	-	ENSP00000216139	0.55	0.96	0.0	Duplicated	PF00089;
PGOHUM00000240274	2	120750778	120751187	-	ENSP00000253788	1.0	0.825	3.00018E-42	Processed	PF00467;PF01777;
PGOHUM00000240276	2	122416052	122416548	-	ENSP00000354739	1.0	0.88	2.0E-29	Processed	PF00298;PF03946;
PGOHUM00000240277	2	122466094	122466688	-	ENSP00000296930	0.71	0.88	0.0	Processed	PF03066;
PGOHUM00000240282	2	127315010	127315739	-	ENSP00000309503	1.0	0.955	0.0	Processed	PF00244;
PGOHUM00000240283	2	128598170	128599340	-	ENSP00000339030	0.71	0.785	0.0	Processed	PF00096;
PGOHUM00000240286	2	128897297	128898152	-	ENSP00000366156	0.98	0.705	0.0	Processed	PF01564;
PGOHUM00000240288	2	130697424	130697790	-	ENSP00000346088	1.0	0.805	4.0E-21	Processed	PF01776;
PGOHUM00000240292	2	130785881	130798152	-	ENSP00000182377	0.38	0.71	3.0E-14	Duplicated	PF01073;PF03015;PF07993;
PGOHUM00000240296	2	130970446	130971063	-	ENSP00000238738	1.0	0.956	0.0	Processed	PF00071;PF08477;
PGOHUM00000240297	2	131039665	131040179	-	ENSP00000354665	1.0	0.667	4.0E-29	Processed	PF00499;
PGOHUM00000240298	2	131071513	131071984	-	ENSP00000407596	0.7	0.586	2.0E-17	Processed	PF03148;
PGOHUM00000240300	2	131176643	131188955	-	ENSP00000182377	0.38	0.69	3.0E-13	Duplicated	PF01073;PF03015;PF07993;
PGOHUM00000240305	2	131449864	131450593	-	ENSP00000248071	0.71	0.638	7.0E-17	Processed	PF00096;
PGOHUM00000240306	2	131935189	131936519	-	ENSP00000355966	1.0	0.904	0.0	Processed	PF00069;
PGOHUM00000240308	2	131946021	131955580	-	ENSP00000389907	0.45	0.51	0.0	Duplicated	PF00616;
PGOHUM00000240310	2	132056553	132058017	-	ENSP00000248071	0.99	0.52	1.0E-22	Duplicated	PF00096;
PGOHUM00000240311	2	132085749	132088667	-	ENSP00000298815	1.0	0.88	0.0	Duplicated	PF00018;PF00169;PF00620;
PGOHUM00000240315	2	132127887	132129657	-	ENSP00000354813	0.99	0.68	0.0	Processed	PF00361;PF00662;PF06455;
PGOHUM00000240316	2	132129882	132131223	-	ENSP00000354961	0.99	0.693	0.0	Processed	PF00361;PF01059;
PGOHUM00000240319	2	132137726	132138486	-	ENSP00000354982	1.0	0.716	0.0	Processed	PF00510;
PGOHUM00000240320	2	132138489	132139163	-	ENSP00000354632	1.0	0.726	0.0	Processed	PF00119;
PGOHUM00000240321	2	132139404	132140070	-	ENSP00000354876	0.98	0.664	0.0	Processed	PF00116;PF02790;
PGOHUM00000240322	2	132140216	132141634	-	ENSP00000354499	1.0	0.733	0.0	Processed	PF00115;
PGOHUM00000240323	2	132142034	132143063	-	ENSP00000355046	1.0	0.655	5.0E-33	Processed	PF00361;PF06444;
PGOHUM00000240324	2	132143273	132143996	-	ENSP00000354687	0.76	0.667	0.0	Processed	PF00146;
PGOHUM00000240327	2	132181370	132182440	-	ENSP00000286548	1.0	0.939	0.0	Processed	PF00503;
PGOHUM00000240328	2	132200217	132202438	-	ENSP00000317992	1.0	0.909	0.0	Processed	PF03715;
PGOHUM00000240332	2	132404277	132404519	-	ENSP00000385851	0.82	0.506	1.0E-11	Processed	PF02893;
PGOHUM00000240337	2	132480824	132481852	-	ENSP00000252487	0.96	0.942	0.0	Processed	PF01459;
PGOHUM00000240346	2	132838009	132838409	-	ENSP00000404429	0.95	0.626	6.0E-13	Processed	PF06553;
PGOHUM00000240350	2	133246128	133246968	-	ENSP00000361621	1.0	0.546	1.0E-38	Processed	PF00313;
PGOHUM00000240354	2	136268119	136269513	-	ENSP00000348578	1.0	0.884	0.0	Processed	PF02136;
PGOHUM00000240356	2	136956687	136958073	-	ENSP00000317788	1.0	0.888	0.0	Processed	PF00013;PF07650;PF08067;
PGOHUM00000240358	2	139045599	139046363	-	ENSP00000264335	1.0	0.91	0.0	Processed	PF00244;
PGOHUM00000240359	2	139169639	139170888	-	ENSP00000324956	1.0	0.734	0.0	Processed	PF00097;PF01485;PF05773;
PGOHUM00000240360	2	139659006	139660317	-	ENSP00000217426	1.0	0.827	0.0	Processed	PF00670;PF05221;
PGOHUM00000240361	2	140490277	140490857	-	ENSP00000346022	0.91	0.541	4.0E-15	Processed	PF00347;
PGOHUM00000240363	2	140977213	140977937	-	ENSP00000355046	0.71	0.612	1.0E-20	Processed	PF00361;PF06444;
PGOHUM00000240364	2	140978143	140979054	-	ENSP00000354687	0.99	0.74	0.0	Processed	PF00146;
PGOHUM00000240366	2	141965651	141966004	-	ENSP00000251453	0.82	0.692	1.0E-19	Processed	PF00380;
PGOHUM00000240367	2	143704933	143705743	-	ENSP00000347924	0.81	0.48	5.0E-29	Processed	PF03820;
PGOHUM00000240368	2	143850623	143851730	-	ENSP00000354554	0.99	0.677	0.0	Processed	PF00032;PF00033;
PGOHUM00000240369	2	143852334	143854121	-	ENSP00000354813	0.99	0.671	0.0	Processed	PF00361;PF00662;PF06455;
PGOHUM00000240370	2	143854331	143855694	-	ENSP00000354961	1.0	0.692	0.0	Processed	PF00361;PF01059;
PGOHUM00000240371	2	143855691	143855984	-	ENSP00000354728	1.0	0.735	1.0E-34	Processed	PF00420;
PGOHUM00000240373	2	143856467	143857502	-	ENSP00000354982	1.0	0.73	0.0	Duplicated	PF00510;
PGOHUM00000240374	2	143857505	143858181	-	ENSP00000354632	1.0	0.708	0.0	Processed	PF00119;
PGOHUM00000240375	2	143858438	143858913	-	ENSP00000354876	0.72	0.646	2.0E-33	Processed	PF00116;PF02790;
PGOHUM00000240376	2	145512346	145513637	-	ENSP00000265735	1.0	0.674	0.0	Processed	PF05510;
PGOHUM00000240377	2	146583856	146585072	-	ENSP00000261220	0.92	0.718	0.0	Processed	PF00557;
PGOHUM00000240379	2	149053128	149054248	-	ENSP00000282344	0.98	0.712	0.0	Processed	PF00443;
PGOHUM00000240381	2	149627596	149627950	-	ENSP00000009589	1.0	0.832	1.96182E-44	Processed	PF00338;
PGOHUM00000240382	2	149629824	149630366	-	ENSP00000412682	0.15	0.93	1.0E-36	Duplicated	PF00443;PF00581;PF08969;
PGOHUM00000240383	2	149925108	149925424	-	ENSP00000363641	1.0	0.841	4.0E-37	Processed	PF00085;
PGOHUM00000240384	2	152449653	152454644	-	ENSP00000416578	0.02	0.51	1.0E-29	Duplicated	PF00880;
PGOHUM00000240386	2	152464018	152465190	-	ENSP00000416578	0.06	0.99	1.0E-29	Duplicated	PF00880;
PGOHUM00000240390	2	154277191	154278427	-	ENSP00000375938	1.0	0.672	0.0	Processed	PF00091;PF03953;
PGOHUM00000240391	2	154617966	154619159	-	ENSP00000369127	1.0	0.715	0.0	Processed	PF00226;PF00684;PF01556;
PGOHUM00000240392	2	155797053	155797579	-	ENSP00000336687	1.0	0.723	1.0E-35	Processed	PF00385;
PGOHUM00000240395	2	156169949	156170470	-	ENSP00000354665	1.0	0.609	2.0E-33	Processed	PF00499;
PGOHUM00000240397	2	157634204	157634890	-	ENSP00000339027	0.73	0.697	0.0	Processed	PF00428;PF00466;
PGOHUM00000240398	2	158067021	158067996	-	ENSP00000256443	0.95	0.93	0.0	Processed	PF00069;
PGOHUM00000240400	2	158817900	158819400	-	ENSP00000282366	0.87	0.752	0.0	Processed	PF00249;PF00320;PF01426;PF01448;
PGOHUM00000240402	2	159912507	159913500	-	ENSP00000256594	1.0	0.77	9.99995E-41	Duplicated	PF00043;PF02798;
PGOHUM00000240403	2	160318907	160319767	-	ENSP00000263168	1.0	0.888	0.0	Processed	PF01267;
PGOHUM00000240404	2	160545729	160546828	-	ENSP00000346050	1.0	0.85	0.0	Duplicated	PF01015;
PGOHUM00000240407	2	161905120	161907057	-	ENSP00000263239	1.0	0.695	0.0	Processed	PF00270;PF00271;
PGOHUM00000240408	2	162357399	162364189	-	ENSP00000375705	1.0	0.981	0.0	Processed	PF02178;
PGOHUM00000240411	2	162933870	162934161	-	ENSP00000361993	1.0	0.959	8.99998E-41	Processed	PF02953;
PGOHUM00000240416	2	169088434	169088730	-	ENSP00000216252	0.93	0.843	3.0E-16	Processed	PF03660;
PGOHUM00000240418	2	170515231	170517866	-	ENSP00000350710	0.93	0.84	0.0	Duplicated	PF07159;
PGOHUM00000240419	2	170623693	170625259	-	ENSP00000417658	0.5	0.61	1.96182E-44	Duplicated	PF02460;
PGOHUM00000240420	2	170933737	170934804	-	ENSP00000296802	1.0	0.81	0.0	Duplicated	PF01201;
PGOHUM00000240421	2	171458098	171458738	-	ENSP00000406375	0.98	0.821	0.0	Processed	PF00505;
PGOHUM00000240422	2	172231444	172231788	-	ENSP00000348849	1.0	0.913	2.0E-36	Processed	PF01283;
PGOHUM00000240426	2	174202950	174203189	-	ENSP00000417656	1.0	0.713	1.0E-26	Processed	PF05392;
PGOHUM00000240430	2	174350596	174351090	-	ENSP00000419425	1.0	0.879	0.0	Processed	PF00160;
PGOHUM00000240433	2	174736381	174737222	-	ENSP00000359345	0.98	0.714	0.0	Processed	PF00861;
PGOHUM00000240434	2	175164728	175165684	-	ENSP00000296144	0.86	0.785	0.0	Processed	PF00560;
PGOHUM00000240435	2	175174746	175175702	-	ENSP00000333504	1.0	0.878	0.0	Processed	PF00076;
PGOHUM00000240436	2	175898512	175898920	-	ENSP00000346027	0.88	0.8	4.0E-27	Processed	PF01157;
PGOHUM00000240438	2	177669721	177671041	-	ENSP00000363603	0.98	0.627	0.0	Processed	PF01120;
PGOHUM00000240439	2	177674154	177674587	-	ENSP00000294189	0.98	0.596	1.0E-20	Processed	PF01779;
PGOHUM00000240440	2	178093919	178094232	-	ENSP00000372005	0.98	0.684	5.0E-14	Processed	PF00226;
PGOHUM00000240441	2	178861979	178863497	-	ENSP00000368129	1.0	0.903	0.0	Processed	PF05918;
PGOHUM00000240442	2	179410545	179489447	-	ENSP00000340554	0.65	0.96	3.0E-15	Duplicated	PF00041;PF00047;PF00069;PF02818;PF07679;PF07686;PF09042;
PGOHUM00000240444	2	180264458	180265602	-	ENSP00000351284	1.0	0.756	0.0	Processed	PF04098;
PGOHUM00000240445	2	181737597	181738141	-	ENSP00000273550	1.0	0.945	0.0	Processed	PF00210;
PGOHUM00000240446	2	181803594	181804025	-	ENSP00000346015	0.96	0.8	2.0E-34	Processed	PF00256;
PGOHUM00000240448	2	183935771	183937214	-	ENSP00000293308	1.0	0.876	0.0	Processed	PF00038;
PGOHUM00000240449	2	184472166	184472847	-	ENSP00000356652	1.0	0.982	0.0	Processed	PF04969;PF05002;PF09032;
PGOHUM00000240450	2	185766841	185767277	-	ENSP00000347969	0.94	0.68	1.0E-25	Processed	PF00276;PF03939;
PGOHUM00000240452	2	186821317	186821788	-	ENSP00000346027	0.99	0.723	4.0E-38	Processed	PF01157;
PGOHUM00000240454	2	187126147	187126621	-	ENSP00000347969	0.94	0.644	2.0E-16	Processed	PF00276;PF03939;
PGOHUM00000240455	2	187353341	187353852	-	ENSP00000365838	0.92	0.606	3.0E-22	Processed	PF00046;
PGOHUM00000240458	2	190351202	190353060	-	ENSP00000323659	0.45	0.61	1.99965E-42	Duplicated	PF02373;
PGOHUM00000240461	2	190795003	190795736	-	ENSP00000242719	0.97	0.82	7.0E-29	Duplicated	PF00097;
PGOHUM00000240463	2	192745906	192746931	-	ENSP00000254322	0.99	0.915	0.0	Processed	PF00226;PF01556;
PGOHUM00000240464	2	194141391	194142339	-	ENSP00000220496	0.98	0.753	0.0	Processed	PF00076;PF00226;
PGOHUM00000240465	2	194994021	194994990	-	ENSP00000307900	0.88	0.74	0.0	Processed	PF00120;PF03951;
PGOHUM00000240466	2	195319262	195319851	-	ENSP00000366608	0.85	0.502	2.0E-24	Processed	PF02492;PF07683;
PGOHUM00000240468	2	196447517	196448755	-	ENSP00000217426	1.0	0.745	0.0	Processed	PF00670;PF05221;
PGOHUM00000240469	2	196858983	196860451	-	ENSP00000262904	0.83	0.72	0.0	Duplicated	PF02319;
PGOHUM00000240470	2	196928070	196928687	-	ENSP00000284562	0.95	0.538	0.0	Processed	PF00043;PF02798;
PGOHUM00000240472	2	197893972	197894816	-	ENSP00000412939	0.7	0.731	0.0	Processed	PF00573;
PGOHUM00000240478	2	202078016	202079383	-	ENSP00000354961	1.0	0.711	0.0	Processed	PF00361;PF01059;
PGOHUM00000240479	2	202079380	202079673	-	ENSP00000354728	1.0	0.724	3.0E-34	Processed	PF00420;
PGOHUM00000240480	2	202275270	202278031	-	ENSP00000354061	1.0	0.916	0.0	Processed	PF00069;PF02985;
PGOHUM00000240483	2	203200741	203201450	-	ENSP00000308470	1.0	0.857	0.0	Processed	PF07326;
PGOHUM00000240484	2	203369735	203370070	-	ENSP00000254810	0.8	0.602	2.0E-14	Processed	PF00125;
PGOHUM00000240487	2	203638751	203639083	-	ENSP00000273968	0.99	0.823	6.02558E-44	Processed	PF03966;
PGOHUM00000240488	2	203705057	203706504	-	ENSP00000293308	1.0	0.825	0.0	Processed	PF00038;
PGOHUM00000240489	2	203926044	203927126	-	ENSP00000355459	0.93	0.64	0.0	Processed	PF00096;PF01352;
PGOHUM00000240490	2	203939411	203939850	-	ENSP00000378393	0.95	0.587	1.0E-17	Processed	PF00276;PF03939;
PGOHUM00000240495	2	204629021	204630287	-	ENSP00000396184	0.96	0.743	0.0	Processed	PF00038;
PGOHUM00000240496	2	204637357	204638225	-	ENSP00000296930	1.0	0.881	0.0	Processed	PF03066;
PGOHUM00000240498	2	206980837	206981224	-	ENSP00000319531	1.0	0.676	4.99983E-42	Processed	PF01597;
PGOHUM00000240499	2	207100963	207101584	-	ENSP00000290299	0.99	0.862	2.99878E-43	Processed	PF00213;
PGOHUM00000240501	2	207274811	207275633	-	ENSP00000342609	1.0	0.949	0.0	Processed	PF05875;
PGOHUM00000240502	2	207284016	207284962	-	ENSP00000333504	0.99	0.915	0.0	Processed	PF00076;
PGOHUM00000240503	2	207551241	207552087	-	ENSP00000311399	0.99	0.692	4.06377E-44	Processed	PF00339;PF03643;
PGOHUM00000240504	2	208896107	208896677	-	ENSP00000346022	1.0	0.839	0.0	Processed	PF00347;
PGOHUM00000240505	2	208921975	208922469	-	ENSP00000354739	1.0	0.879	0.0	Processed	PF00298;PF03946;
PGOHUM00000240506	2	208972957	208977235	-	ENSP00000264376	0.98	0.84	1.00053E-42	Duplicated	PF00030;
PGOHUM00000240509	2	209086886	209087349	-	ENSP00000368350	0.91	0.764	5.0E-35	Processed	PF00838;
PGOHUM00000240510	2	209134067	209134681	-	ENSP00000207437	1.0	0.776	0.0	Processed	PF00036;
PGOHUM00000240511	2	209225434	209226094	-	ENSP00000408711	0.84	0.542	4.0E-29	Processed	PF00400;
PGOHUM00000240512	2	209330983	209331324	-	ENSP00000254810	0.84	0.649	3.0E-20	Processed	PF00125;
PGOHUM00000240513	2	209937324	209938875	-	ENSP00000227378	0.79	0.727	0.0	Processed	PF00012;
PGOHUM00000240514	2	212163666	212163914	-	ENSP00000357555	0.99	0.88	3.0E-28	Processed	PF01667;
PGOHUM00000240515	2	215145362	215146176	-	ENSP00000359345	1.0	0.778	0.0	Processed	PF00861;
PGOHUM00000240519	2	217039770	217040661	-	ENSP00000333504	0.9	0.592	0.0	Processed	PF00076;
PGOHUM00000250449	2	217475068	217475682	-	ENSP00000225426	1.0	0.849	0.0	Processed	PF00227;
PGOHUM00000250450	2	217650500	217650867	-	ENSP00000264258	1.0	0.776	7.0E-21	Processed	PF01198;
PGOHUM00000240521	2	217670467	217670852	-	ENSP00000297258	0.98	0.593	2.0E-11	Processed	PF00061;
PGOHUM00000240522	2	218625273	218626014	-	ENSP00000346063	1.0	0.879	0.0	Processed	PF00327;
PGOHUM00000240523	2	218925065	218926101	-	ENSP00000319635	0.97	0.814	0.0	Processed	PF00001;
PGOHUM00000240527	2	220549147	220549514	-	ENSP00000415201	0.88	0.694	2.0E-24	Processed	PF00226;
PGOHUM00000240529	2	222909247	222909695	-	ENSP00000347969	0.95	0.76	6.00036E-42	Processed	PF00276;PF03939;
PGOHUM00000240531	2	223317122	223318015	-	ENSP00000229307	1.0	0.882	0.0	Processed	PF00046;
PGOHUM00000240532	2	223368638	223369555	-	ENSP00000229239	0.95	0.526	1.0E-28	Processed	PF00044;PF02800;
PGOHUM00000240533	2	223510635	223512039	-	ENSP00000343765	1.0	0.589	0.0	Processed	PF00097;PF00622;PF00643;
PGOHUM00000240534	2	223542395	223542959	-	ENSP00000256196	0.92	0.746	8.40779E-45	Processed	PF00071;PF08477;
PGOHUM00000240538	2	224262983	224263262	-	ENSP00000319393	1.0	0.677	5.0E-17	Processed	PF04588;
PGOHUM00000240539	2	225364097	225364817	-	ENSP00000303518	1.0	0.704	6.0E-34	Processed	PF00023;
PGOHUM00000240541	2	228506790	228513328	-	ENSP00000258403	0.7	0.73	0.0	Duplicated	PF01770;PF07690;
PGOHUM00000240542	2	228643233	228643451	-	ENSP00000272348	0.96	0.836	3.0E-26	Processed	PF01423;
PGOHUM00000240544	2	229216836	229217571	-	ENSP00000290330	0.95	0.841	0.0	Processed	PF04157;
PGOHUM00000240547	2	231589861	231590118	-	ENSP00000310275	1.0	0.944	3.00018E-42	Processed	PF02961;
PGOHUM00000240548	2	232298637	232299140	-	ENSP00000417677	0.94	0.946	0.0	Processed	PF01951;
PGOHUM00000240549	2	232301820	232302132	-	ENSP00000274787	0.99	0.781	3.0E-15	Processed	PF04588;
PGOHUM00000240550	2	232361801	232371350	-	ENSP00000375887	0.31	0.67	1.0E-10	Duplicated	PF00076;
PGOHUM00000240557	2	233594236	233594908	-	ENSP00000236957	1.0	0.88	0.0	Processed	PF00736;
PGOHUM00000240559	2	234651890	234652562	-	ENSP00000307197	0.71	0.556	0.0	Processed	PF00226;
PGOHUM00000240560	2	234663244	234663915	-	ENSP00000307197	0.71	0.542	0.0	Processed	PF00226;
PGOHUM00000240561	2	234774783	234775841	-	ENSP00000354562	1.0	0.881	0.0	Processed	PF05712;
PGOHUM00000240566	2	236791009	236791137	-	ENSP00000233143	1.0	0.841	2.0E-11	Processed	PF01290;
PGOHUM00000240567	2	237316492	237317565	-	ENSP00000386101	1.0	0.785	0.0	Processed	PF00297;
PGOHUM00000240568	2	238429328	238431992	-	ENSP00000354813	0.98	0.66	0.0	Duplicated	PF00361;PF00662;PF06455;
PGOHUM00000240574	2	243160373	243160834	-	ENSP00000347969	0.97	0.845	0.0	Processed	PF00276;PF03939;
PGOHUM00000240576	2	8743212	8743486	+	ENSP00000400591	1.0	0.924	3.0E-28	Processed	PF01423;
PGOHUM00000240577	2	11242268	11243120	+	ENSP00000202773	1.0	0.858	0.0	Processed	PF01159;PF03868;
PGOHUM00000240579	2	11448151	11449064	+	ENSP00000339161	1.0	0.951	0.0	Processed	PF08910;
PGOHUM00000240580	2	11491753	11492244	+	ENSP00000419425	0.99	0.872	0.0	Processed	PF00160;
PGOHUM00000240582	2	12163686	12164758	+	ENSP00000216218	1.0	0.916	0.0	Processed	PF00515;PF07719;
PGOHUM00000240585	2	16010063	16010362	+	ENSP00000346037	0.99	0.752	7.0E-21	Processed	PF00428;
PGOHUM00000240586	2	16330519	16330662	+	ENSP00000342889	0.83	0.667	2.0E-11	Processed	PF03604;
PGOHUM00000240588	2	17566358	17567681	+	ENSP00000261303	1.0	0.903	0.0	Processed	PF00004;
PGOHUM00000240593	2	22412684	22413225	+	ENSP00000377062	0.77	0.615	2.0E-22	Processed	PF00641;
PGOHUM00000240595	2	23621480	23621986	+	ENSP00000419425	1.0	0.858	0.0	Processed	PF00160;
PGOHUM00000240596	2	24123563	24124016	+	ENSP00000228140	1.0	0.816	0.0	Processed	PF00312;PF08069;
PGOHUM00000240597	2	24166716	24167218	+	ENSP00000356953	1.0	0.847	0.0	Processed	PF01127;
PGOHUM00000240599	2	24557381	24557652	+	ENSP00000386655	0.77	0.912	4.0E-20	Processed	PF00935;
PGOHUM00000240601	2	26045338	26045816	+	ENSP00000262033	1.0	0.863	0.0	Processed	PF04969;
PGOHUM00000240602	2	26217663	26217947	+	ENSP00000309565	1.0	0.853	9.0E-35	Processed	PF02320;
PGOHUM00000240604	2	26384925	26385420	+	ENSP00000362803	1.0	0.892	0.0	Processed	PF00160;
PGOHUM00000240605	2	27678023	27678726	+	ENSP00000318646	1.0	0.85	2.0E-27	Duplicated	PF00410;
PGOHUM00000240608	2	28171963	28172574	+	ENSP00000376076	1.0	0.84	2.0E-14	Duplicated	PF00240;
PGOHUM00000240609	2	28531046	28531437	+	ENSP00000347969	0.82	0.794	7.0E-25	Processed	PF00276;PF03939;
PGOHUM00000240611	2	30432888	30433167	+	ENSP00000254810	0.7	0.653	1.0E-17	Processed	PF00125;
PGOHUM00000240612	2	31514046	31514467	+	ENSP00000346027	0.88	0.766	5.04467E-44	Processed	PF01157;
PGOHUM00000240615	2	32426868	32429069	+	ENSP00000362687	0.96	0.88	0.0	Duplicated	PF00270;PF00271;PF08152;
PGOHUM00000240617	2	33827109	33827350	+	ENSP00000265093	1.0	0.778	2.0E-19	Processed	PF05493;
PGOHUM00000240618	2	33861569	33862522	+	ENSP00000333504	1.0	0.85	0.0	Processed	PF00076;
PGOHUM00000240621	2	38044058	38045101	+	ENSP00000392270	1.0	0.889	0.0	Processed	PF00400;
PGOHUM00000240624	2	38512552	38513555	+	ENSP00000229239	1.0	0.83	0.0	Processed	PF00044;PF02800;
PGOHUM00000240625	2	38990727	38992342	+	ENSP00000347920	0.89	0.462	0.0	Processed	PF07719;
PGOHUM00000240628	2	41383738	41384799	+	ENSP00000393546	1.0	0.88	3.0E-40	Duplicated	PF00076;
PGOHUM00000240629	2	42046887	42047894	+	ENSP00000395337	1.0	0.866	0.0	Processed	PF00056;PF02866;
PGOHUM00000240630	2	42696957	42697403	+	ENSP00000228140	1.0	0.848	0.0	Processed	PF00312;PF08069;
PGOHUM00000250455	2	44393404	44394070	+	ENSP00000365376	0.67	0.8	3.0E-31	Duplicated	PF00348;
PGOHUM00000240632	2	44497760	44498247	+	ENSP00000354739	1.0	0.897	2.0E-36	Processed	PF00298;PF03946;
PGOHUM00000240635	2	48110594	48111050	+	ENSP00000272317	1.0	0.795	1.4013E-45	Processed	PF00240;PF01599;
PGOHUM00000240636	2	48216776	48217643	+	ENSP00000310856	0.96	0.527	3.0E-38	Processed	PF00001;PF03402;
PGOHUM00000240645	2	54278346	54278858	+	ENSP00000411269	1.0	0.792	9.99995E-41	Processed	PF00505;
PGOHUM00000240647	2	54756495	54756940	+	ENSP00000378393	0.96	0.849	0.0	Processed	PF00276;PF03939;
PGOHUM00000240651	2	56977435	56977913	+	ENSP00000419425	0.99	0.689	2.0E-29	Processed	PF00160;
PGOHUM00000240652	2	57992089	57993188	+	ENSP00000331514	1.0	0.691	0.0	Processed	PF00022;
PGOHUM00000240653	2	59742023	59742261	+	ENSP00000296581	1.0	0.688	7.0E-17	Processed	PF01423;
PGOHUM00000240654	2	60938619	60939052	+	ENSP00000293842	1.0	0.841	0.0	Processed	PF00467;
PGOHUM00000240655	2	61079395	61079880	+	ENSP00000346027	0.99	0.75	9.0E-28	Processed	PF01157;
PGOHUM00000240656	2	61477356	61477759	+	ENSP00000221209	0.52	0.58	7.0E-16	Duplicated	PF06553;
PGOHUM00000240658	2	62030226	62030607	+	ENSP00000361435	0.98	0.828	9.99995E-41	Processed	PF01282;
PGOHUM00000250457	2	62083830	62084178	+	ENSP00000264258	0.95	0.697	5.0E-22	Processed	PF01198;
PGOHUM00000240662	2	62398035	62398331	+	ENSP00000353719	0.74	0.687	2.0E-14	Processed	PF08510;
PGOHUM00000240663	2	63167098	63167420	+	ENSP00000009589	0.91	0.778	5.0E-35	Processed	PF00338;
PGOHUM00000240665	2	63911440	63911846	+	ENSP00000253788	1.0	0.897	0.0	Processed	PF00467;PF01777;
PGOHUM00000240666	2	63944258	63945021	+	ENSP00000342056	0.98	0.412	4.0E-27	Processed	PF00285;
PGOHUM00000240668	2	64892742	64893161	+	ENSP00000363165	0.88	0.796	0.0	Processed	PF03501;
PGOHUM00000240669	2	65893603	65894870	+	ENSP00000396184	1.0	0.763	0.0	Processed	PF00038;
PGOHUM00000240670	2	68352395	68352876	+	ENSP00000419425	0.99	0.866	0.0	Processed	PF00160;
PGOHUM00000240673	2	69825016	69826083	+	ENSP00000323479	0.78	0.74	0.0	Duplicated	PF01762;
