#Biotype
#   PSSD  - processed pseudogene
#   DUP    - duplicated pseudogene
#   FRAG  - ambiguous pseudogene
#
#Activity features
#    Tnx - transcription
#    Pol2 - polymerase 2 binding sites
#    AC - active chromatin
#    TF - transcription factor binding sites
#
#Activity test result:
#    0 - no activity feature
#    1 - the activity feature is present
#
#
#Pseudogene_id		Biotype	Parent_gene		Parent_transcript	Activity_features
ENST00000422197.1	PSSD	ENSG00000103035.4	ENST00000219313.3	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000478965.1	PSSD	ENSG00000147604.9	ENST00000396465.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000445404.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000444468.1	PSSD	ENSG00000197728.4	ENST00000356464.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000525853.1	PSSD	ENSG00000154277.8	ENST00000284440.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000399149.2	PSSD	ENSG00000111786.2	ENST00000229390.2	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000405613.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423285.1	PSSD	ENSG00000166451.8	ENST00000428963.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419096.1	PSSD	ENSG00000228567.2	ENST00000311170.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000408950.3	PSSD	ENSG00000119979.9	ENST00000546291.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000508378.1	PSSD	ENSG00000109475.12	ENST00000394668.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000425245.1	PSSD	ENSG00000111057.5	ENST00000388835.2	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000396690.2	PSSD	ENSG00000181163.9	ENST00000296930.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000416056.1	PSSD	ENSG00000102309.8	ENST00000218432.5	Tnx_0:Pol2_1:AC_1:TF_0
ENST00000458328.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000530835.1	PSSD	ENSG00000167553.8	ENST00000301072.5	Tnx_1:Pol2_1:AC_1:TF_0
ENST00000505100.1	PSSD	ENSG00000087086.7	ENST00000331825.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000457727.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000422137.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000521453.1	PSSD	ENSG00000130803.9	ENST00000247956.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000415579.1	PSSD	ENSG00000049883.9	ENST00000308077.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000428816.1	PSSD	ENSG00000185658.8	ENST00000455867.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000452388.1	DUP	ENSG00000205330.2	ENST00000379668.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000509054.1	PSSD	ENSG00000100722.11	ENST00000353091.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423293.1	PSSD	ENSG00000075624.8	ENST00000331789.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423439.1	PSSD	ENSG00000004478.5	ENST00000001008.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000431943.1	unitary_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000417197.1	PSSD	ENSG00000116251.5	ENST00000234875.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000340697.2	PSSD	ENSG00000089009.8	ENST00000424576.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000404273.1	PSSD	ENSG00000161016.9	ENST00000262584.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000413631.1	PSSD	ENSG00000143799.7	ENST00000366794.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000397636.2	PSSD	ENSG00000147604.9	ENST00000396467.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000416738.1	PSSD	ENSG00000188760.6	ENST00000421791.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000512920.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000523314.1	IG_V_pseudogene	ENSG00000211652.2	ENST00000390298.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000445182.1	PSSD	ENSG00000168028.8	ENST00000301821.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000401679.1	PSSD	ENSG00000164919.4	ENST00000523016.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000530523.1	PSSD	ENSG00000146223.9	ENST00000493763.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000426934.1	PSSD	ENSG00000137876.4	ENST00000260443.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442490.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000402808.1	PSSD	ENSG00000163041.5	ENST00000366814.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000509685.1	DUP	ENSG00000102738.6	ENST00000323563.6	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000406019.1	PSSD	ENSG00000164104.7	ENST00000296503.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000437960.1	PSSD	ENSG00000164687.6	ENST00000297258.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000438138.1	PSSD	ENSG00000122406.6	ENST00000432788.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000456309.1	PSSD	ENSG00000215472.3	ENST00000418495.1	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000503122.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000441039.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000458090.1	PSSD	ENSG00000112081.10	ENST00000339436.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000422463.1	PSSD	ENSG00000196262.8	ENST00000468812.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000460864.4	DUP	ENSG00000163754.12	ENST00000345003.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000486833.1	PSSD	ENSG00000071082.5	ENST00000409711.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000519794.1	IG_V_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000422002.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000407089.1	PSSD	ENSG00000090054.8	ENST00000262554.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000511640.1	PSSD	ENSG00000147065.10	ENST00000360270.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000442675.1	PSSD	ENSG00000133275.9	ENST00000255641.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000445757.1	PSSD	ENSG00000215472.3	ENST00000418495.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000416539.1	PSSD	ENSG00000122566.15	ENST00000354667.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000444055.1	PSSD	ENSG00000131174.4	ENST00000481445.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000416102.1	PSSD	ENSG00000122026.6	ENST00000311549.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442900.1	PSSD	ENSG00000006695.5	ENST00000261643.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000481590.1	TR_V_pseudogene	ENSG00000211732.1	ENST00000390379.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000535885.1	PSSD	ENSG00000157045.3	ENST00000287706.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000480235.1	PSSD	ENSG00000132703.3	ENST00000255040.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000457653.2	DUP	ENSG00000143199.11	ENST00000367848.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000458709.1	DUP	ENSG00000185686.12	ENST00000543184.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000453932.1	PSSD	ENSG00000160752.10	ENST00000356657.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000530713.1	PSSD	ENSG00000163170.7	ENST00000327428.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000488458.1	unitary_pseudogene	ENSG00000131781.8	ENST00000254090.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000510713.1	PSSD	ENSG00000080007.6	ENST00000370336.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000412758.1	PSSD	ENSG00000181163.9	ENST00000296930.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000456717.1	PSSD	ENSG00000213741.3	ENST00000396020.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000422498.1	PSSD	ENSG00000009694.9	ENST00000422452.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000411645.1	PSSD	ENSG00000170296.4	ENST00000302386.4	Tnx_1:Pol2_0:AC_1:TF_1
ENST00000520248.1	PSSD	ENSG00000137492.3	ENST00000260045.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000405102.1	DUP	ENSG00000176269.3	ENST00000320901.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000434556.1	DUP	ENSG00000196459.7	ENST00000519885.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000457622.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000529831.1	PSSD	ENSG00000196099.4	ENST00000309154.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000424456.1	PSSD	ENSG00000089818.10	ENST00000545179.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000332473.2	DUP	ENSG00000140285.3	ENST00000267843.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000520729.1	PSSD	ENSG00000100380.7	ENST00000411695.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000512910.1	PSSD	ENSG00000173113.2	ENST00000544844.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000518311.2	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447355.1	PSSD	ENSG00000165119.11	ENST00000376263.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000526563.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000514795.1	PSSD	ENSG00000090861.7	ENST00000261772.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000445119.1	PSSD	ENSG00000172115.4	ENST00000305786.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000457831.1	PSSD	ENSG00000196419.7	ENST00000359308.4	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000508759.1	DUP	ENSG00000204531.7	ENST00000259915.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000519722.1	PSSD	ENSG00000158710.10	ENST00000368097.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000411475.1	DUP	ENSG00000251546.1	ENST00000448155.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000455962.1	PSSD	ENSG00000108518.6	ENST00000225655.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000490028.1	DUP	ENSG00000016602.8	ENST00000370563.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000513513.1	PSSD	ENSG00000111640.8	ENST00000229239.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000436136.1	PSSD	ENSG00000140988.8	ENST00000343262.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000399501.2	PSSD	ENSG00000101444.7	ENST00000538132.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000446092.1	PSSD	ENSG00000147604.9	ENST00000396467.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000448677.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000425607.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000507308.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000521854.1	PSSD	ENSG00000232938.1	ENST00000425566.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000505751.1	PSSD	ENSG00000198034.6	ENST00000316084.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000429873.1	PSSD	ENSG00000106153.12	ENST00000395422.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000427503.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000435875.1	PSSD	ENSG00000069122.12	ENST00000283296.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000519887.1	IG_V_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000515244.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000455104.1	PSSD	ENSG00000137693.8	ENST00000282441.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000437325.2	PSSD	ENSG00000134333.7	ENST00000422447.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000515431.1	PSSD	ENSG00000173960.8	ENST00000309033.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000434482.1	PSSD	ENSG00000178996.8	ENST00000343017.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000495944.2	PSSD	ENSG00000108298.4	ENST00000225430.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000424976.1	PSSD	ENSG00000160752.10	ENST00000356657.6	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000400056.2	PSSD	ENSG00000111057.5	ENST00000388835.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000305623.8	DUP	ENSG00000196326.6	ENST00000488756.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000441388.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442064.1	PSSD	ENSG00000142089.9	ENST00000399808.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000421436.1	PSSD	ENSG00000173812.4	ENST00000469257.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423135.1	PSSD	ENSG00000065911.7	ENST00000409804.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000430663.2	DUP	ENSG00000114374.8	ENST00000338981.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000513445.1	PSSD	ENSG00000229450.2	ENST00000307499.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000511282.2	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000514414.1	PSSD	ENSG00000137500.5	ENST00000529689.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000454456.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000489836.1	PSSD	ENSG00000122643.13	ENST00000242210.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000531824.1	PSSD	ENSG00000129194.2	ENST00000250055.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000392363.2	PSSD	ENSG00000152242.5	ENST00000282059.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000455134.1	PSSD	ENSG00000111640.8	ENST00000450282.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000437300.1	unitary_pseudogene	ENSG00000185686.12	ENST00000403441.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000417082.1	PSSD	ENSG00000100380.7	ENST00000216218.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000431135.1	PSSD	ENSG00000163528.8	ENST00000396914.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000503933.1	DUP	ENSG00000196184.7	ENST00000423932.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000537438.1	PSSD	ENSG00000112081.10	ENST00000339436.7	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000489946.1	PSSD	ENSG00000198242.7	ENST00000422514.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000417885.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000454229.1	PSSD	ENSG00000171608.9	ENST00000536656.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000485809.1	PSSD	ENSG00000177954.7	ENST00000368567.4	Tnx_0:Pol2_1:AC_0:TF_0
ENST00000446998.1	PSSD	ENSG00000124802.6	ENST00000379715.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000512363.1	PSSD	ENSG00000156508.12	ENST00000316292.9	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000422071.1	PSSD	ENSG00000164163.6	ENST00000296577.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000506116.1	PSSD	ENSG00000166211.5	ENST00000299272.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000481134.1	PSSD	ENSG00000086232.7	ENST00000426957.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000404155.1	DUP	ENSG00000196230.7	ENST00000396389.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000440982.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000469993.1	PSSD	ENSG00000144713.8	ENST00000273223.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000437611.1	PSSD	ENSG00000162490.6	ENST00000294485.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000449328.1	PSSD	ENSG00000174100.4	ENST00000312513.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000427086.1	PSSD	ENSG00000136238.13	ENST00000348035.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000434678.1	DUP	ENSG00000122026.6	ENST00000319826.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000485777.1	PSSD	ENSG00000171863.8	ENST00000304921.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000412323.1	PSSD	ENSG00000152234.7	ENST00000542290.1	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000456978.1	unitary_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000422450.1	PSSD	ENSG00000099994.10	ENST00000358321.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000397288.2	PSSD	ENSG00000116459.6	ENST00000369722.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419887.1	PSSD	ENSG00000179715.6	ENST00000432328.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000452924.2	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000444653.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000413410.2	DUP	ENSG00000256130.1	ENST00000541900.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000513571.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000443465.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000498515.1	PSSD	ENSG00000178381.6	ENST00000316495.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000422557.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000441860.1	PSSD	ENSG00000198242.7	ENST00000422514.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000422630.1	PSSD	ENSG00000233927.2	ENST00000449223.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000502742.2	PSSD	ENSG00000213999.5	ENST00000444486.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000483050.1	PSSD	ENSG00000167283.3	ENST00000300688.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000538359.1	PSSD	ENSG00000111790.9	ENST00000327214.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442306.1	PSSD	ENSG00000251546.1	ENST00000448155.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000400583.2	PSSD	ENSG00000064666.6	ENST00000263097.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000533974.1	PSSD	ENSG00000168894.5	ENST00000441634.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000449397.1	DUP	ENSG00000148459.10	ENST00000376203.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000444097.1	PSSD	ENSG00000197927.7	ENST00000355171.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000522985.1	PSSD	ENSG00000213029.2	ENST00000366688.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000529879.1	DUP	ENSG00000185926.1	ENST00000328188.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000521486.1	PSSD	ENSG00000119402.10	ENST00000373926.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000533731.1	PSSD	ENSG00000172115.4	ENST00000305786.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000449892.1	DUP	ENSG00000184881.2	ENST00000328813.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000480579.2	PSSD	ENSG00000197728.4	ENST00000356464.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000508225.1	PSSD	ENSG00000189266.6	ENST00000334351.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000512518.1	PSSD	ENSG00000198242.7	ENST00000422514.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419597.1	PSSD	ENSG00000171505.4	ENST00000304880.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000519982.1	IG_V_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000505354.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000457857.1	deleted	.	.	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000438001.1	PSSD	ENSG00000159714.5	ENST00000348579.2	Tnx_0:Pol2_1:AC_1:TF_1
ENST00000439854.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000537101.1	PSSD	ENSG00000154781.10	ENST00000383794.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000457776.2	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423016.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000442352.1	DUP	ENSG00000121390.12	ENST00000338910.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000454070.1	PSSD	ENSG00000196262.8	ENST00000489459.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000467756.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000428215.1	PSSD	ENSG00000106591.3	ENST00000223324.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000430903.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000450190.1	PSSD	ENSG00000111639.3	ENST00000229238.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442564.1	PSSD	ENSG00000153147.4	ENST00000283131.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000443948.1	PSSD	ENSG00000173890.12	ENST00000355897.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442520.1	PSSD	ENSG00000138326.12	ENST00000440692.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000510646.1	PSSD	ENSG00000135486.10	ENST00000340913.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000432228.1	PSSD	ENSG00000113013.7	ENST00000297185.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000487497.1	PSSD	ENSG00000113391.12	ENST00000509163.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423480.1	DUP	ENSG00000234414.3	ENST00000382707.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000331585.6	PSSD	ENSG00000101444.7	ENST00000217426.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000446432.1	PSSD	ENSG00000136897.6	ENST00000374865.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000431005.1	PSSD	ENSG00000161970.7	ENST00000293842.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000418575.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000417685.1	PSSD	ENSG00000105640.6	ENST00000420197.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000463445.1	PSSD	ENSG00000197728.4	ENST00000356464.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000415722.1	PSSD	ENSG00000071082.5	ENST00000409711.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000421346.1	PSSD	ENSG00000149273.8	ENST00000526608.1	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000393351.3	PSSD	ENSG00000140988.8	ENST00000343262.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000494226.1	PSSD	ENSG00000050393.6	ENST00000379170.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000321235.10	PSSD	ENSG00000112031.11	ENST00000367233.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000455561.1	PSSD	ENSG00000008988.5	ENST00000519807.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000480875.1	PSSD	ENSG00000177954.7	ENST00000368567.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000437678.1	PSSD	ENSG00000132932.10	ENST00000381655.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000504372.1	PSSD	ENSG00000162433.9	ENST00000327299.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000524123.1	PSSD	ENSG00000100911.8	ENST00000216802.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000472255.1	PSSD	ENSG00000137285.7	ENST00000259818.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000434096.1	PSSD	ENSG00000113141.9	ENST00000508301.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000454802.1	PSSD	ENSG00000163682.10	ENST00000449470.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000449183.1	PSSD	ENSG00000134419.9	ENST00000322989.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000429867.1	PSSD	ENSG00000109475.12	ENST00000394668.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000407447.1	PSSD	ENSG00000071082.5	ENST00000409711.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000505539.1	PSSD	ENSG00000182718.9	ENST00000332680.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000419236.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000429748.1	PSSD	ENSG00000113558.12	ENST00000519321.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000517460.1	IG_V_pseudogene	ENSG00000211938.2	ENST00000390598.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000513621.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000529409.1	PSSD	ENSG00000164346.5	ENST00000296802.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000426660.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000517935.1	DUP	ENSG00000154162.8	ENST00000522262.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000396783.2	PSSD	ENSG00000184779.7	ENST00000330339.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418755.1	DUP	ENSG00000182816.6	ENST00000399889.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000475545.1	PSSD	ENSG00000143947.8	ENST00000272317.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000413921.1	PSSD	ENSG00000103035.4	ENST00000219313.3	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000429946.1	PSSD	ENSG00000164434.7	ENST00000356535.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000511141.1	PSSD	ENSG00000164346.5	ENST00000296802.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000506038.1	PSSD	ENSG00000168148.3	ENST00000366696.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000521105.1	IG_V_pseudogene	.	.	Tnx_1:Pol2_0:AC_0:TF_0
